Index,Component,Role,Confidence,Quote,Thickness,Width,Length,CenterX,CenterY,CenterZ,Reason
116,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-WB-1,latch_lock,HIGH,False,0.499,0.870,1.900,-3.360,-2.250,-7.482,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
117,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-WB-1,latch_lock,HIGH,False,0.499,0.870,1.900,-3.360,2.250,-7.482,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
118,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-WB-1,latch_lock,HIGH,False,0.499,0.870,1.900,-3.360,-2.250,7.482,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
119,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-2000-1,hardware_other,LOW,False,0.562,0.562,2.375,-11.536,0.000,-4.000,Round hardware but role is not certain from dimensions alone.
120,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-2000-2,hardware_other,LOW,False,0.562,0.562,2.375,-11.536,0.000,4.000,Round hardware but role is not certain from dimensions alone.
121,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-2000-4,hardware_other,LOW,False,0.562,0.562,2.375,-11.536,-1.125,0.000,Round hardware but role is not certain from dimensions alone.
122,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-2000-3,hardware_other,LOW,False,0.562,0.562,2.375,-11.536,2.500,0.000,Round hardware but role is not certain from dimensions alone.
123,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-GP-1,latch_lock,HIGH,False,0.250,0.900,3.000,-3.734,-2.250,-7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
124,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-GP-1,latch_lock,HIGH,False,0.250,0.900,3.000,-3.734,2.250,7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
125,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-GP-1,latch_lock,HIGH,False,0.250,0.900,3.000,-3.734,-2.250,7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
126,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-GP-1,latch_lock,HIGH,False,0.250,0.900,3.000,-3.734,2.250,-7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
127,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-7,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-5.250,-2.000,Round hardware but role is not certain from dimensions alone.
128,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-11,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,5.250,5.000,Round hardware but role is not certain from dimensions alone.
129,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-1,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,1.500,-7.250,Round hardware but role is not certain from dimensions alone.
130,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-9,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,5.250,-5.000,Round hardware but role is not certain from dimensions alone.
131,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-12,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-5.250,5.000,Round hardware but role is not certain from dimensions alone.
132,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-6,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,5.250,2.000,Round hardware but role is not certain from dimensions alone.
133,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-3,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,1.500,7.250,Round hardware but role is not certain from dimensions alone.
134,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-8,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-5.250,2.000,Round hardware but role is not certain from dimensions alone.
135,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-2,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-1.500,-7.250,Round hardware but role is not certain from dimensions alone.
136,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-4,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-1.500,7.250,Round hardware but role is not certain from dimensions alone.
137,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-10,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-5.250,-5.000,Round hardware but role is not certain from dimensions alone.
138,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-5,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,5.250,-2.000,Round hardware but role is not certain from dimensions alone.
139,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-1,hardware_other,LOW,False,0.500,0.875,0.875,-6.879,-6.875,-4.000,Round hardware but role is not certain from dimensions alone.
140,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-5,hardware_other,LOW,False,0.500,0.875,0.875,-11.379,-6.875,4.000,Round hardware but role is not certain from dimensions alone.
141,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-6,hardware_other,LOW,False,0.500,0.875,0.875,-11.379,-6.875,-4.000,Round hardware but role is not certain from dimensions alone.
142,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-4,hardware_other,LOW,False,0.500,0.875,0.875,-6.879,6.875,-4.000,Round hardware but role is not certain from dimensions alone.
143,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-8,hardware_other,LOW,False,0.500,0.875,0.875,-11.379,6.875,4.000,Round hardware but role is not certain from dimensions alone.
144,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-2,hardware_other,LOW,False,0.500,0.875,0.875,-6.879,-6.875,4.000,Round hardware but role is not certain from dimensions alone.
145,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-7,hardware_other,LOW,False,0.500,0.875,0.875,-11.379,6.875,-4.000,Round hardware but role is not certain from dimensions alone.
146,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-3,hardware_other,LOW,False,0.500,0.875,0.875,-6.879,6.875,4.000,Round hardware but role is not certain from dimensions alone.
147,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1,latch_lock,HIGH,False,0.625,0.750,0.750,-3.922,2.250,8.155,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
148,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1,latch_lock,HIGH,False,0.625,0.750,0.750,-3.922,-2.250,-8.155,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
149,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1,latch_lock,HIGH,False,0.625,0.750,0.750,-3.922,-2.250,8.155,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
150,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1,latch_lock,HIGH,False,0.625,0.750,0.750,-3.922,2.250,-8.155,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
151,UNC-SHCS-1-4-X-2000_-2,hardware_other,LOW,False,0.375,0.375,2.250,-2.724,-4.056,-0.423,Round hardware but role is not certain from dimensions alone.
152,UNC-SHCS-1-4-X-2000_-1,hardware_other,LOW,False,0.375,0.375,2.250,-2.724,-2.330,-0.574,Round hardware but role is not certain from dimensions alone.
153,UNC-SHCS-1-4-X-2000_-3,hardware_other,LOW,False,0.375,0.375,2.250,-2.724,-3.062,0.996,Round hardware but role is not certain from dimensions alone.
154,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2,latch_lock,HIGH,False,0.375,0.375,1.875,-2.984,4.063,8.283,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
155,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2,latch_lock,HIGH,False,0.375,0.375,1.875,-2.984,0.438,-8.283,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
156,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1,latch_lock,HIGH,False,0.375,0.375,1.875,-2.984,-0.438,-8.283,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
157,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1,latch_lock,HIGH,False,0.375,0.375,1.875,-2.984,-4.063,8.283,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
158,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2,latch_lock,HIGH,False,0.375,0.375,1.875,-2.984,-0.438,8.283,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
159,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2,latch_lock,HIGH,False,0.375,0.375,1.875,-2.984,-4.063,-8.283,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
160,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1,latch_lock,HIGH,False,0.375,0.375,1.875,-2.984,4.063,-8.283,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
161,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1,latch_lock,HIGH,False,0.375,0.375,1.875,-2.984,0.438,8.283,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
162,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2,latch_lock,HIGH,False,0.375,0.375,1.375,-3.162,-3.470,7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
163,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2,latch_lock,HIGH,False,0.375,0.375,1.375,-3.162,-1.030,-7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
164,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2,latch_lock,HIGH,False,0.375,0.375,1.375,-3.162,1.030,7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
165,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1,latch_lock,HIGH,False,0.375,0.375,1.375,-3.162,-3.470,-7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
166,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1,latch_lock,HIGH,False,0.375,0.375,1.375,-3.162,-1.030,7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
167,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1,latch_lock,HIGH,False,0.375,0.375,1.375,-3.162,3.470,7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
168,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1,latch_lock,HIGH,False,0.375,0.375,1.375,-3.162,1.030,-7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
169,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2,latch_lock,HIGH,False,0.375,0.375,1.375,-3.162,3.470,-7.300,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
170,T001015_MOLDBASE_ASM-1/TLP75-3,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,-3.000,2.000,Round hardware but role is not certain from dimensions alone.
171,T001015_MOLDBASE_ASM-1/TLP75-7,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,4.000,-4.250,Round hardware but role is not certain from dimensions alone.
172,T001015_MOLDBASE_ASM-1/TLP75-1,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,-4.000,4.250,Round hardware but role is not certain from dimensions alone.
173,T001015_MOLDBASE_ASM-1/TLP75-5,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,3.000,-2.000,Round hardware but role is not certain from dimensions alone.
174,T001015_MOLDBASE_ASM-1/TLP75-6,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,4.250,4.375,Round hardware but role is not certain from dimensions alone.
175,T001015_MOLDBASE_ASM-1/TLP75-2,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,3.000,2.000,Round hardware but role is not certain from dimensions alone.
176,T001015_MOLDBASE_ASM-1/TLP75-4,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,-3.000,-2.000,Round hardware but role is not certain from dimensions alone.
177,T001015_MOLDBASE_ASM-1/TLP75-8,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,-4.000,-4.250,Round hardware but role is not certain from dimensions alone.
178,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2,latch_lock,HIGH,False,0.375,0.375,1.250,-10.859,-2.400,7.875,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
179,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1,latch_lock,HIGH,False,0.375,0.375,1.250,-6.477,1.595,-7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
180,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1,latch_lock,HIGH,False,0.375,0.375,1.250,-10.359,-2.100,7.875,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
181,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1,latch_lock,HIGH,False,0.375,0.375,1.250,-10.359,2.100,-7.875,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
182,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4,latch_lock,HIGH,False,0.375,0.375,1.250,-5.727,2.905,-7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
183,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1,latch_lock,HIGH,False,0.375,0.375,1.250,-6.477,-2.905,-7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
184,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2,latch_lock,HIGH,False,0.375,0.375,1.250,-10.859,2.100,7.875,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
185,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4,latch_lock,HIGH,False,0.375,0.375,1.250,-5.727,-1.595,-7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
186,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1,latch_lock,HIGH,False,0.375,0.375,1.250,-10.359,2.400,7.875,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
187,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2,latch_lock,HIGH,False,0.375,0.375,1.250,-10.859,-2.100,-7.875,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
188,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3,latch_lock,HIGH,False,0.375,0.375,1.250,-6.477,-2.905,7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
189,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2,latch_lock,HIGH,False,0.375,0.375,1.250,-5.727,-1.595,7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
190,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3,latch_lock,HIGH,False,0.375,0.375,1.250,-6.477,1.595,7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
191,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2,latch_lock,HIGH,False,0.375,0.375,1.250,-5.727,2.905,7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
192,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1,latch_lock,HIGH,False,0.375,0.375,1.250,-6.477,-1.595,7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
193,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4,latch_lock,HIGH,False,0.375,0.375,1.250,-5.727,-2.905,7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
194,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3,latch_lock,HIGH,False,0.375,0.375,1.250,-6.477,-1.595,-7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
195,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3,latch_lock,HIGH,False,0.375,0.375,1.250,-6.477,2.905,-7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
196,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1,latch_lock,HIGH,False,0.375,0.375,1.250,-6.477,2.905,7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
197,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4,latch_lock,HIGH,False,0.375,0.375,1.250,-5.727,1.595,7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
198,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2,latch_lock,HIGH,False,0.375,0.375,1.250,-5.727,1.595,-7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
199,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1,latch_lock,HIGH,False,0.375,0.375,1.250,-10.359,-2.400,-7.875,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
200,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2,latch_lock,HIGH,False,0.375,0.375,1.250,-5.727,-2.905,-7.845,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
201,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2,latch_lock,HIGH,False,0.375,0.375,1.250,-10.859,2.400,-7.875,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
202,T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-3,hardware_other,LOW,False,0.480,0.480,0.500,-3.614,-6.000,-6.745,Round hardware but role is not certain from dimensions alone.
203,T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-4,hardware_other,LOW,False,0.480,0.480,0.500,-3.614,-6.000,6.745,Round hardware but role is not certain from dimensions alone.
204,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-2,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,3.000,2.000,Round hardware but role is not certain from dimensions alone.
205,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-4,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,-3.000,-2.000,Round hardware but role is not certain from dimensions alone.
206,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-5,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,3.000,-2.000,Round hardware but role is not certain from dimensions alone.
207,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-6,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,4.250,4.375,Round hardware but role is not certain from dimensions alone.
208,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-7,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,4.000,-4.250,Round hardware but role is not certain from dimensions alone.
209,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-3,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,-3.000,2.000,Round hardware but role is not certain from dimensions alone.
210,T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-1,hardware_other,LOW,False,0.480,0.480,0.500,-3.614,6.000,-6.745,Round hardware but role is not certain from dimensions alone.
